10 1762857925 1.279389 2 1.220473 1.338305 0.058916
12 1762857925 0.000322 1 0.000322 0.000322 0.000000
10 1762857930 1.073121 4 0.977117 1.242163 0.105492
10 1762857935 0.978891 6 0.936799 1.061762 0.039412
10 1762857940 0.972626 5 0.937927 1.021127 0.029712
10 1762857945 1.255946 4 0.966256 2.012918 0.437854
10 1762857950 0.988859 5 0.940020 1.088485 0.053510
10 1762857955 0.997443 5 0.926483 1.155757 0.083891
10 1762857960 0.951326 5 0.559798 1.190743 0.209108
10 1762857965 0.969327 5 0.935716 1.002439 0.023901
10 1762857970 0.880689 5 0.474233 1.084430 0.209966
10 1762857975 1.012146 6 0.937528 1.270267 0.120015
10 1762857980 1.004293 5 0.946140 1.094411 0.056983
21 1762857985 0.000015 1 0.000015 0.000015 0.000000
10 1762857985 1.053781 3 0.927587 1.261652 0.148106
