13 1762857925 0.400000 2 1.000000 1.000000 0.000000
14 1762857925 0.200000 1 1.000000 1.000000 0.000000
13 1762857930 0.800000 4 1.000000 1.000000 0.000000
14 1762857930 0.800000 4 1.000000 1.000000 0.000000
13 1762857935 1.200000 6 1.000000 1.000000 0.000000
14 1762857935 1.200000 6 1.000000 1.000000 0.000000
13 1762857940 1.000000 5 1.000000 1.000000 0.000000
14 1762857940 1.000000 5 1.000000 1.000000 0.000000
13 1762857945 0.800000 4 1.000000 1.000000 0.000000
14 1762857945 0.800000 4 1.000000 1.000000 0.000000
13 1762857950 1.000000 5 1.000000 1.000000 0.000000
14 1762857950 1.000000 5 1.000000 1.000000 0.000000
13 1762857955 1.000000 5 1.000000 1.000000 0.000000
14 1762857955 1.000000 5 1.000000 1.000000 0.000000
13 1762857960 1.000000 5 1.000000 1.000000 0.000000
14 1762857960 1.000000 5 1.000000 1.000000 0.000000
13 1762857965 1.000000 5 1.000000 1.000000 0.000000
14 1762857965 1.000000 5 1.000000 1.000000 0.000000
13 1762857970 1.000000 5 1.000000 1.000000 0.000000
14 1762857970 1.000000 5 1.000000 1.000000 0.000000
13 1762857975 1.200000 6 1.000000 1.000000 0.000000
14 1762857975 1.200000 6 1.000000 1.000000 0.000000
13 1762857980 1.000000 5 1.000000 1.000000 0.000000
14 1762857980 1.000000 5 1.000000 1.000000 0.000000
13 1762857985 0.750000 3 1.000000 1.000000 0.000000
14 1762857985 1.000000 3 1.000000 2.000000 0.471405
