5 1762857927 87.613796 1 87.613796 87.613796 0.000000
6 1762857927 83.885797 1 83.885797 83.885797 0.000000
7 1762857927 2.838908 1 2.838908 2.838908 0.000000
5 1762857932 98.281475 1 98.281475 98.281475 0.000000
6 1762857932 84.236895 1 84.236895 84.236895 0.000000
7 1762857932 1.033690 1 1.033690 1.033690 0.000000
5 1762857937 56.832895 1 56.832895 56.832895 0.000000
6 1762857937 84.204156 1 84.204156 84.204156 0.000000
7 1762857937 0.145089 1 0.145089 0.145089 0.000000
5 1762857942 69.486339 1 69.486339 69.486339 0.000000
6 1762857942 84.187534 1 84.187534 84.187534 0.000000
7 1762857942 0.283251 1 0.283251 0.283251 0.000000
5 1762857947 61.846153 1 61.846153 61.846153 0.000000
6 1762857947 84.202964 1 84.202964 84.202964 0.000000
7 1762857947 0.547744 1 0.547744 0.547744 0.000000
5 1762857952 61.473693 1 61.473693 61.473693 0.000000
6 1762857952 83.867055 1 83.867055 83.867055 0.000000
7 1762857952 0.561666 1 0.561666 0.561666 0.000000
5 1762857957 76.109698 1 76.109698 76.109698 0.000000
6 1762857957 83.579779 1 83.579779 83.579779 0.000000
7 1762857957 0.602199 1 0.602199 0.602199 0.000000
5 1762857962 70.380362 1 70.380362 70.380362 0.000000
6 1762857962 83.740099 1 83.740099 83.740099 0.000000
7 1762857962 0.256440 1 0.256440 0.256440 0.000000
5 1762857967 61.952829 1 61.952829 61.952829 0.000000
6 1762857967 83.774312 1 83.774312 83.774312 0.000000
7 1762857967 0.129290 1 0.129290 0.129290 0.000000
5 1762857972 72.260614 1 72.260614 72.260614 0.000000
6 1762857972 83.811656 1 83.811656 83.811656 0.000000
7 1762857972 0.276640 1 0.276640 0.276640 0.000000
5 1762857977 79.857745 1 79.857745 79.857745 0.000000
6 1762857977 83.991062 1 83.991062 83.991062 0.000000
7 1762857977 0.185664 1 0.185664 0.185664 0.000000
5 1762857982 63.569466 1 63.569466 63.569466 0.000000
6 1762857982 84.002937 1 84.002937 84.002937 0.000000
7 1762857982 0.110890 1 0.110890 0.110890 0.000000
5 1762857987 70.095859 1 70.095859 70.095859 0.000000
6 1762857987 84.001887 1 84.001887 84.001887 0.000000
7 1762857987 0.185810 1 0.185810 0.185810 0.000000
