9 1762857925 0.400000 -1 0.400000 0.400000 0.000000
9 1762857925 0.200000 -1 0.200000 0.200000 0.000000
9 1762857930 0.800000 -1 0.800000 0.800000 0.000000
9 1762857935 1.200000 -1 1.200000 1.200000 0.000000
9 1762857940 1.000000 -1 1.000000 1.000000 0.000000
9 1762857945 0.800000 -1 0.800000 0.800000 0.000000
9 1762857950 1.000000 -1 1.000000 1.000000 0.000000
9 1762857955 1.000000 -1 1.000000 1.000000 0.000000
9 1762857960 1.000000 -1 1.000000 1.000000 0.000000
9 1762857965 1.000000 -1 1.000000 1.000000 0.000000
9 1762857970 1.000000 -1 1.000000 1.000000 0.000000
9 1762857975 1.200000 -1 1.200000 1.200000 0.000000
9 1762857980 1.000000 -1 1.000000 1.000000 0.000000
9 1762857985 0.250000 -1 0.250000 0.250000 0.000000
9 1762857985 0.750000 -1 0.750000 0.750000 0.000000
