19 1762857930 1693.000000 1 8465.000000 8465.000000 0.000000
19 1762857935 2196.600000 1 10983.000000 10983.000000 0.000000
19 1762857940 2324.200000 1 11621.000000 11621.000000 0.000000
19 1762857950 1789.800000 1 8949.000000 8949.000000 0.000000
19 1762857955 2075.800000 1 10379.000000 10379.000000 0.000000
19 1762857960 2088.200000 1 10441.000000 10441.000000 0.000000
19 1762857965 2338.600000 1 11693.000000 11693.000000 0.000000
19 1762857970 2077.000000 1 10385.000000 10385.000000 0.000000
19 1762857980 2105.800000 1 10529.000000 10529.000000 0.000000
19 1762857985 3531.000000 2 3116.000000 11008.000000 3946.000000
